Unnamed: 0,Greek Entry,Entry,Definition
21509,ἄμυλον (amylon),עֲמִילָן,"starch.  [From Gk. amylon (= fine meal, starch), properly neuter of the adjective amylos (= not ground at the mill), from privative pref. a– and myle (= mill). See privative pref. ‘a-’ and ‘mill’ in my CEDEL.]  | "
1455,ἀμφίβιοσ (amphibios),אַמְפִיבִּי,"amphibian, amphibious.  [Back formation from Gk. amphibios (= living a double life; i.e. ‘on land and in water’), from amphi (= around, round, about), and bios (= life).] | "
1456,ἀμφίβραχυσ (amphibrachus),אַמְפִיבְּרָכוּס,"amphibrach (prosody).  [Gk. amphibrachus (= short at both ends), from amphi (see אַמֽפִיבִּי) and brachus (= short).] | "
1458,ἀμφῐθέᾱτρον (amphitheatron),אַמְפִיתֵיאַטְרוֹן,", amphitheater.  [L. amphitheātrum, from Gk. amphitheatron (lit. meaning ‘having seats for spectators all round’, from amphi (see אַמְפִיבִּי) and theatron (= theater). See תֵּיאַטֽרוֹן.] | "
1454,ἀμφορεύσ (amphoreus),אַמְפוֹרָה,"amphora.  [L. amphora (= a vessel with two handles or ears, a pitcher), from Gk. amphoreus (of s.m.), which is contracted from amphiphoreus (lit.: ‘two-handled’), from amphi (see אַמְפִיבִּי) and phoreus (= bearer, carrier), from pherein (= to bear). See אֲנָפוֹרָה.] | "
10473,ἄμωμον,(חִימּוּם) חֲמָם," (v. next w.; cmp. ἄμωμον, v. Sm. Ant. s. v.) amomum, an Indian (also Syriac) spice.  Ukts. III, 5 (some ed. incorr. חמס); Nidd. 51b חימות (corr. acc.); Sifré Deut. 107 חימום; Y. Erub. IX, end, 25d חכם (corr. acc.); Y. Ḥag. III, 79c חמה (corr. acc.).—Gen. R. s. 45, beg. הִ' היא צריכה (הימוס, corr. acc.) she needs amomum (as medicine for sterility). Cmp. הִימַלְתָּא, אַמִּיתָא. | "
25772,ἄμωμον (amomon),קִנָּמוֹן," cinnamon.  [A word of foreign origin. Gk. kinnamonon is a Heb. loan word. The Greek word has been altered from orig. kinnamonon, prob. under the influence of Gk. amomon, a spice plant.]  | "
1505,ἀνά (ana),אָנָ□,"(before a vowel אָנ□) ana-, resp. an-.  [Gk. ana-, resp. an- (= up to, upward, up, toward; exceedingly; back, backward; against), from ana (= up, on, upon; throughout; again), which is related to ano (= above), from IE base *anō- (= on, upon, above). cp. ‘on’, an ‘a’ (on) in my CEDEL.] | "
1975,ἀναβάτης,*אַמְבָּטֵיס," (ἀναβάτης, contr. ἀμβάτης) prop. rider, traveller on horseback &c.; hence (sub. חמור) an ass used for marching through the desert alongside of (and sometimes tied to) the camel.  Y. Sabb. V, 7b top מהו א' what is an ambates? חמר סלק the ass of the traveller (from Egypt to Asia). Y. Kel. VIII, 31c אבהנוס, אבחטס (corr. acc.). V. לִיבְדְּקֹוס. | "
2257,ἀνάγκῃ,*אֲנַנְקֵי," adv. (ἀνάγκῃ) perforce, of necessity (corresp. to בנוהג שבעולם).  Gen. R. s. 12 if a human being spreads a tent א' ע""י שהות וכ' it must in course of time become loose. Cmp. Y. Ber. I, 2d top. | "
1520,ἀναγραμματισμόσ (anagrammatismos),אֲנַגְרָמָּה,"anagram.  [Modern L. anagramma, from Gk. anagrammatismos (= a transposition of letters), from anagrammatizein (= to transpose the letters of a word), which is formed from ana (= back), and gramma (= written character, letter). See גּֽרַם.] | "
1618,ἀναιμία (anaimia),אֲנֶמְיָה,"anemia, anaemia (disease).  [Gk. anaimia (= want of blood, bloodlessness), from privative pref. an- and aima (= blood). cp. the first element in הֶמוֹגְלוֹבִּין.] | "
1626,ἀναισθησία (anaisthesia),אַנֶסְתֶּסְיָה,"anesthesis.  [Gk. anaisthesia (= lack of sensation), from anaisthetein (= to be without sense of something, lack sensation), from privative pref. an- and aisthetos (= sensible, perceptible). See אֶסְתֶּטִי and suff. □יָה.] | "
2250,ἀναλογεῖον,אַנְלוֹגִין," (ἀναλογεῖον) reading desk, pulpit.  Kel. XVI, 7 Ar. אנלגין (Var. in R. S. אנליגין, ed. אנגלין; corr. acc.). Y. Meg. III, 73d bot. אנג', אינג' (corr. acc.). Tosef. Kel. B. Kam. II, 3 או לולגין פרוס' וכ' ed. Zuck. (Var. אלו לגין, ed. אולו לוגין read אנאלוגין; used as fem.) a reading desk spread out is clean, folded together is unclean (susceptible of levitical uncleanness). | "
1612,ἀναλογία (analogia),אֲנָלוֹגְיָה,"analogy.  [Fren. analogie, from L. analogia, from Gk. analogia (= proportion, analogy), from analogos (= according to a due proportion, proportionate), from ana (= up to) and logos (= word, speech, reckoning, proportion). See לִגֽיוֹן and suff. □יָה.] | "
1613,ἀνάλυσισ (analysis),אֲנָלִיזָה,"analysis.  [Gk. analysis(= a loosing, releasing), from analyein (= to unloose, release, set free), from ana (= up to, on, throughout), and lyein (= to unfasten, loosen, slacken), which is cogn. with Old I. lunā́ti, lunṓti (= cuts, cuts off), L. luere (= to loose, release; to atone for, expiate). See ‘lose’ in my CEDEL and cp. ‘lysis’ ibid. cp. also אֲנָלִיטִי.] | "
1614,ἀναλυτικόσ (analyticos),אֲנָלִיטִי,"analytic, analytical.  [Modern L. analyticus, from Gk. analyticos (= analytic), from analysis. See אֲנָלִיזָה and suff. □ִי.] | "
1636,ἀνάπαιστοσ (anapaistos),אֲנַפֶּסְט,"anapaest — a metrical foot consisting of two short syllables followed by a long one, a reversed dactyl (prosody).  [L. anapaestus, from Gk. anapaistos (= struck back, rebounding), verbal adj. of anapaiein (= to strike back), from ana (= up to; back), and paiein (= to strike) which is cogn. with L. pavīre (= to beat, ram, tread down). See ‘pave’ in my CEDEL.] | "
1650,ἀναρχία (anarchia),אֲנַרְכְיָה,"anarchy.  [Fren. anarchic, from Gk. anarchia (= lack of a leader, state of being without any leader), from anarchos (= without chief), from privative pref. an and archos (= leader, chief, ruler). See אַרְכִי.] | "
2167,ἀνατόλιος,אַנְטֹולִי," (Ἀνατόλιος) Antoli.  Y. Dem. V, 24d bot. | "
1565,ἀνατομία (anatomia),אֲנָטוֹמְיָה," anatomy.  [Ultimately from Gk. anatomia, anatome (= dissection), which is related to anatemein (= to cut up), from ana (= up, on, upon), and temein (= to cut). See אָטוֹם and suff. □יָה.] | "
2270,ἀναφορά,אַנְפֹּורָא," (ἀναφορά) official return. Pl. אַנְפֹּורָאֹות. Pesik. Shek. p. 18b עשה שתי א' made out two military returns (census); Num. R. s. 2 אנפריאות; Pesik. R. s. 11 אפונראות (corr. acc.). [Not to be confounded with אַנְפָּרִיֹּות, pl. of אַנְפָּרוּת.] | "
1631,ἀναφορά (anaphora),אֲנָפוֹרָה,"anaphora — repetition of the same word in successive clauses (rhetorics).  [Gk. anaphora (= a carrying back), from anapherein (= to carry back), from ana (= up to; back, backward), and pherein (= to bear, carry), which together with phor (= thief) derives from IE base *bher- (= to bear, carry). See אַשְׁבֹּרֶן. cp. פוּרוּנְקוּל, פּוּרְיָא, the first element in בֶּרוֹנִיקָה, and the second element in מֶטָפוֹרָה, סֶמָפוֹר, פוֹסְפוֹר, פֶּרִיפֶרְיָה, פרן, קָטַפְרֵס, תֵּיאוֹפוֹרִי. cp. also דִּיפֶרֶנֽצְיָאל and בָּרוֹן.] | "
1611,ἀναχρονισμόσ (anachronismos),אֲנַכְרוֹנִיזְם,"anachronism.  [Ultimately from Gk. anachronismos (= anachronism), from anachronizein (= to refer to a wrong time), from ana (= up to, against), and chronos (= time). See כְּרוֹנִי and □ִיזְם.] | "
27041,ανδρ,קְלָאפַנְדָּר קְלָפַ'," (a comp. of κλεπ- and ανδρ-) ḳ’lafandar (Man-Stealer), fictitious name of one of the judges of Sodom.  Gen. R. s. 50 Ar. (ed. קלא פ', combine); Yalk. ib. 84 קלפ'. | "
2132,ἀνδρέας,אַנְדְּרַיי," (Ἀνδρέας) Andray.  Y. Meg. IV, 75b; cmp. אַנְדְּרַאי. | "
2129,ἀνδριάς,אַנְדְּרָטָא," (a. contract. of ἀνδριάς‚—άντος) statue, also portable bust, image.  Targ. Esth. III, 2—5 (some ed. pl., incorr.). R. Hash. 24b a synagogue דאוקימו בה א' Ms. M. (ed. הוה בה א') in which they placed a bust (of a Persian king). Snh. 62b; a. fr.—Pl. אַנְדְּרָטֵי, אַנְדְּרָטַיָּא. Ab. Zar. 40b א' של מלכים royal (imperial) busts. M. Kat. 25b אתעקרו כל א' Ms. M. (ed. אתקציצו) all royal statues were overthrown. Y. Ab. Zar. III, 42c top. [Gen. R. s. 8 אינדרטין, v. אַנְדְּרֹונִיטִיס.] | "
2131,ἀνδριάς,אַנְדְּרִיאַנְטֹוס," (ἀνδριάς—άντος) statue, v. אַנְדְּרָטָא.  Ex. R. s. 27 נפלה … של אנדרואנטיא (read נפלטה לתוך ידו של א') it escaped into the hand of a (royal) statue; (v. ibid. ישבה על איקונין של מלך). Tanḥ. P’kudé, 4 אדריונטוס (corr. acc.); Ex. R. s. 51. [Gen. R. s. 8 אינדרטין, v. אַנְדְּרֹונִיטִיס; v. Ar. s. v. אדרינטיס.] | "
1528,ἀνδριάσ (andrias),"אַנְדַּרְטָא,  אַנְדַּרְטָה"," resp. NH f.n. statue, image, bust.  [Gk. andrias, gen. andriatos (= the image of a man, statue), from aner, gen. andros (= man), which is cogn. with Old I. náram (= man), na’ryaḥ (= virile). cp. דֶּנֽדִּי and the first element in אַנְדּֽרוֹלוֹמוּסְיָא, אַנְדּֽרוֹמֶדָה and in אַנְתּֽרוֹפּוֹלוֹגֽיָה.] | "
2121,ἀνδρόγυνος,אַנְדְּרֹוגִינֹוס," (ἀνδρόγυνος) hermaphrodite.  Bicc. I, 5; a. fr. | "
1525,ἀνδρόγυνοσ (androgynos),אַנְדְּרוֹגִינוֹס,"hermaphrodite.  [Gk. androgynos (= man-woman, hermaphrodite), from anes, gen. andros (= man), and gyne (= woman). See ‘androgynous’ and ‘gynandrous’ in my CEDEL.] | "
2123,ἀνδρολημψία,*אנדרולומוסיא," (read אַנְדְּרֹולֵימְסְיָא), אַנְדְּרֹולֵמְסְיָה f. (popular pronunc. of ἀνδρολημψία = ἀνδροληψία; cmp. λῆμψις for λῆψις) seizure of men, a Greek right of reprisals (v. Sm. Ant. s. v.), in gen. punishment of men regardless of guilt or innocence.  Gen. R. s. 26 א' באה וכ' an androlepsia comes which kills the good and the bad; Lev. R. s. 23; Num. R. s. 9; Y. Sot. I, 17a top.—Num. R. s. 5 in case of a rebellion עוש' בה א' the king orders an androlepsia. [Gen. R. s. 32 דרולמוסיא; Pesik. Vayhi, p. 67a; Tanḥ. Bo, 4; Pesik. R. s. 17 דורמסיאות, דורמסיות, דורמייס' (corr. acc.); cmp. Pesik. R. suppl., ed. Fr. p. 197a.] | "
1526,ἀνδρολημψία (androlempsia),"אַנְדְּרוֹלוֹמוּסְיָא,  אַנְדְּרוֹלוֹמוּסְיָה","1pestilence. [Gk. androlempsia, for androlepsia (= seizure of men in reprisal of the murder of a citizen abroad), compounded of aner, gen. andros (= man), and the stem of lambanein (= to take). See ‘andro’ and ‘lemma’ in my CEDEL.]2confusion, chaos.  [Gk. androlempsia, for androlepsia (= seizure of men in reprisal of the murder of a citizen abroad), compounded of aner, gen. andros (= man), and the stem of lambanein (= to take). See ‘andro’ and ‘lemma’ in my CEDEL.] | "
2123,ἀνδροληψία,*אנדרולומוסיא," (read אַנְדְּרֹולֵימְסְיָא), אַנְדְּרֹולֵמְסְיָה f. (popular pronunc. of ἀνδρολημψία = ἀνδροληψία; cmp. λῆμψις for λῆψις) seizure of men, a Greek right of reprisals (v. Sm. Ant. s. v.), in gen. punishment of men regardless of guilt or innocence.  Gen. R. s. 26 א' באה וכ' an androlepsia comes which kills the good and the bad; Lev. R. s. 23; Num. R. s. 9; Y. Sot. I, 17a top.—Num. R. s. 5 in case of a rebellion עוש' בה א' the king orders an androlepsia. [Gen. R. s. 32 דרולמוסיא; Pesik. Vayhi, p. 67a; Tanḥ. Bo, 4; Pesik. R. s. 17 דורמסיאות, דורמסיות, דורמייס' (corr. acc.); cmp. Pesik. R. suppl., ed. Fr. p. 197a.] | "
1527,Ἀνδρομέδα (Andromeda),אֵנְדְּרוֹמֶדָה,"Andromeda (astronomy).  [From Gk. Andromeda, daughter of Cepheus and Cassiopeia in Greek mythology, who was placed as a constellation in heaven. Lit. meaning ‘mindful of her husband’; compounded of aner, gen. andros (= man), and medesthai (= to be mindful of, give heed to, think of), which is related to medon, medeon (= guardian, ruler), properly pres. part. of the ancient verb medein (= to protect, rule over). See ‘meditate’ in my CEDEL.] | "
8734,ἀνδρός (andros),זַקְנָן,"Andropogon (botany).  [Formed from זָקָן (= beard) with suff. □ָן. Prob. a loan translation of the scientific name Andropogon, which was formed from Gk. andros (= man) and pogon (= beard).] | "
2127,ἀνδρωνῖτις,"*אַנְדְּרֹונִיטִין,  אַנְדְרֹונִיטִיס"," (ἀνδρωνῖτις) banqueting hall, royal reception hall.  Gen, R. s. 8 אדריינטיס אני עושה אותה Ar. ed. Koh. (ed. אינדרטין; corr. acc.) I shall make it into (use the vacant ground for the erection of) a banqueting hall. [The context forbids the identification of our w. with אַנְדְּרִיאַנְטֹוס.] | "
1615,ἄνεμοσ (anemos),אֲנֶמוֹגְרָף,"anemograph.  [Compounded of Gk. anemos (= wind) — which is cogn. with L. anima (= breath of air, air, breath, soul, life), animus (= soul, spirit, mind, courage, wish, desire) — and graphos, from graphein (= to write). See אֲנִימִיזְם and □גֽרָף.] | "
1616,ἄνεμοσ (anemos),אֲנֶמוֹמֶטֶר,"anemometer.  [Compounded of Gk. anemos (= wind), and metron (= measure). See אֲנֶמוֹגְרָף and מֶטֶר.] | "
19142,ἀνεμώνη (anemone),נַעֲמָן," pleasantness (a hapax legomenon in the Bible, occurring Is. 17:10 in the pl. in the phrase נִטְעֵי נַעֲמָנִים, ‘plants of pleasantness’).  [Formed from נעם I with adj. suff. □ָן. Gk. anemone (= the wind flower), prob. derives from נַעֲמָן. See ‘anemone’ in my CEDEL. cp. proper name נַעֲמָן.] | "
20470,ἀνθερεών (anthereon),סַנְטֵר,"jaw, jawbone.  [Of uncertain origin; possibly derived from Gk. anthereon (= chin).] | "
1659,ἀνθολογία (anthologia),אַנְתּוֹלוֹגְיָה,"anthology.  [Gk. anthologia (= a flower gathering), from anthologos (= gathering flowers), which is formed from anthos (= flower), and legein (= to gather). See אַנְטִילוֹפָּה, לִגְיוֹן and suff. □יָה.] | "
1572,ἀνθόλοψ (antholops),אַנְטִילוֹפָּה,"antelope.  [Eng. antelope, from Med. Gk. antholops, name of a fabulous animal, which prob. means ‘flower eye’, from Gk. anthos (= flower), and ops (= eye). For the etymology of Gk. ops see אוֹפְּטִי. cp. the first element in אַנְתּוֹלוֹגְיָה and the second in קַנְקַנְתּוּם.] | "
1572,ἄνθος (anthos),אַנְטִילוֹפָּה,"antelope.  [Eng. antelope, from Med. Gk. antholops, name of a fabulous animal, which prob. means ‘flower eye’, from Gk. anthos (= flower), and ops (= eye). For the etymology of Gk. ops see אוֹפְּטִי. cp. the first element in אַנְתּוֹלוֹגְיָה and the second in קַנְקַנְתּוּם.] | "
12084,ἀνθράκιον,"טַרְקְיָא,  טַרְקִין"," s. v. בלס: תַּרְקְיָא; cmp. anthracias, ἀνθράκιον) name of a gem.  Targ. O. Ex. XXVIII, 19 (Y. ערקין, corr. acc.); ib. XXXIX, 12. Targ. Y. Num. II, 18. | "
1587,ἀνθρακίτησ (anthrakites),אַנְטְרָצִיט,"anthracite, a kind of hard coal.  [L. anthracītēs (= a kind of bloodstone), from Gk. anthrakites (= a gem), properly subst. use of an adj. meaning ‘resembling coal’, from anthrax, gen. anthrakos (= coal), which is of uncertain origin. For the ending see subst. suff. ‘-ite’ in my CEDEL. Coal is first mentioned about 370 B.C.E. by Theophrastus in his treatise ‘On Stones’, under the name lithos anthrakos (= coal stone). cp. ‘anthra’ and ‘anthracite’ in my CEDEL.] | "
2314,ἄνθρωπος,אַנְתְּרוֹפִּי,"anthropeus (man), an assumed form for ἄνθρωπος, for the purpose of deriving another assumed form (אַנְתְּרוֹפִּיָּא) anthropeia (woman).  Gen. R. s. 18; s. 31 did you ever hear people say gynios and gyneia (from γύνη, woman), or anthropeus, anthropeia, gabra (man) gabratha (woman)? but you do say (in Hebrew) ish and ish-sha, both of the same root (as an evidence of the primitiveness of the Hebrew language). | "
1662,ἄνθρωποσ (anthropos),אַנְתִּרוֹפּוֹלוֹגְיָה,"anthropology.  [The word lit. means ‘the science of man’. It is compounded of Gk. anthropos (= man), and logia (see □לוֹגְיָה). Gk. anthropos is perhaps a dialectal variant of andropos, a compound of aner, gen. andros (= man), and ops (= eye, face), and lit. means ‘he who has the face of a man’. For the etymology of aner see אַנְדַּרֽטָא. Ops derives from IE base *oqw- (= eye). cp. the second element in מִיזַנְתְּרוֹפּ and in פִילַנְתְּרוֹפּ.] | "
2194,ἀνθυπατος,"אַנְטִיפִּיטָא,  אַנְטִיפִּיטָה,  אַנְטִיפּוּתָא,  פִּיתָא"," … m. (corrupt. of אַנְתּוּפָּטָא ἀνθυπατος) proconsul (residing in Cæsarea).  Y. Meg. III, 74a; Y. Ber. V, 9a top; Koh. R. to III, 6. [Ib. to XI, 1 אוטפיטא, אנטפיטי and var. corrupt. in var. ed.] | "
1537,ἄνοδος (anodos),אָנוֹד,"anode (electricity).  [Eng. anode, from Gk. anodos = way up), from ana (= up to) and odos (= way), for whose etymology see מֶתּוֹדָה. The term anode was introduced into electricity by the English physicist and chemist Michael Faraday (1791–1867). cp. קָתוֹד, אֵלֶקְטְרוֹד, סִינוֹד.] | "
1508,ἀνόργανοσ (anorganos),אַנְאוֹרְגָּנִי,inorganic.  [Formed from privative pref. an- and Gk. organon (= instrument). cp. Gk. anorganos (= without instruments) and see אוֹרֽגָנִי.] | 
2211,ἀντάραδος,"אַנְטַרְדּוֹס,  אַנְטַרְדָּס"," (Ἀντάραδος) Antaradus, a Syrian town opposite the Isle of Aradus.  Y. Bets. III, 62a top. Y. Sabb. I, 4a bot. אנטייריס (corr. acc.).—Cmp. עַנְתּוּרְדַּיָּא.—Deriv. אַנְטְרִידָנָאֵי inhabitants of Ant. Targ. Y. II, Gen. X, 18. | "
1586,Ἀντάρησ (Antares),אַנְטָרֶס,"Antares (astronomy).  [Gk. Antares, lit.: ‘opposite (the planet) Mars’, from anti (= opposite); (see אַנְטִי□), and Ares (= Mars), which derives from are (= bane, ruin). This word is related to arein (= a cursing, menacing).] | "
1561,ἀντί (anti),אַנְטְאַרְקְטִי,"antarctic.  [Properly ‘opposite to the north’, from Gk. anti (see אַנְטִי□) and arktos (= bear; the constellation of the Great Bear). See אַרֽקֽטִי.] | "
1567,ἀντί (anti),אַנְטִי□," (before a vowel אַנְט□)  FW anti-, resp. ant-, pref. meaning ‘opposite, against, instead’.  [Gk. anti-, ant- (= over against, opposite, before, instead of) which is related to anta, anten (= opposite). cp. ‘ante-’ and ‘anti-’ in my CEDEL. cp. also אַנְטִיקְוַארְיוֹן.] | "
1576,ἀντί (anti),אַנְטִיסֶרוּם,antiserum.  [A hybrid coined from Gk. anti (see אַנְטִי□) and L. serum (= whey). See סֶרוּם.] | 
1580,ἀντί (anti),אַנְטִיקְוַארְיוֹן,"antiquity store, secondhand bookstore.  [From L. antīquārius (= pertaining to antiquity), from antīquus (= old), from ante (= before), which is related to Gk. anti (= over against, opposite, before, instead of). See אַנְטִי□.] | "
1588,ἀντί (anti),אַנְטַרְקְטִי,"Antarctic, pertaining to the South Pole or regions near the South Pole.  [Properly ‘opposite to the north’, from Gk. anti (= opposite), and arktos (= bear; the constellation of the Great Bear). See אַנְטִי□ and אַרְקְטִי.] | "
2197,ἀντι-καίσαρος,אַנְטִיקֵיסַר," (Ἀντι-Καίσαρος) Pro-Cæsare, the highest dignitary next to the Emperor; in gen. vice-roy.  Gen. R. s. 53; s. 85, end (also אנטקיס'). | "
1573,ἀντία (antia),אַנְטִילְיָה,"a water-scooping machine.  [Borrowed from Gk. antia (= hold of a ship; reservoir), which together with antlion (of s.m.) derives from antlos (= hold of a ship; bucket). See אַנֽטָל.] | "
2173,ἀντίγονος,"אַנְטִיגְנוֹס,  אַנְטִיגְנָס"," (Ἀντίγονος) Antigonus, 1) A. of Sokho, disciple of Simon the Just. , 1)  A. of Sokho, disciple of Simon the Just. Aboth I, 3.—2) Bets. 34a, a. fr. R. Elazar son of A.—Tem. 21a ed. (Ar. אטיטס). [Y. Snh. I, 19d, v. אגניטוס.] | "
2174,ἀντιγραφή,אַנְטִיגְרָפִין," (ἀντιγραφή)  1) (= ἀντίγραφον) duplicate.  Targ. Esth. III, 14 Mus. (ed. דיטגמא); Esth. R. to ibid. (explain. פתשגן ib.).—2)answer to a letter.  Gen. R. s. 67 הב לי א' Ar. (ed. אנטיגרפא, corr. פי …) give me an answer (to the emperor’s letter). Ib. הן א' where is the answer? | "
2174,ἀντίγραφον,אַנְטִיגְרָפִין," (ἀντιγραφή)  1) (= ἀντίγραφον) duplicate.  Targ. Esth. III, 14 Mus. (ed. דיטגמא); Esth. R. to ibid. (explain. פתשגן ib.).—2)answer to a letter.  Gen. R. s. 67 הב לי א' Ar. (ed. אנטיגרפא, corr. פי …) give me an answer (to the emperor’s letter). Ib. הן א' where is the answer? | "
2175,ἀντίδικος,אַנְטִידִיקוֹס," (ἀντίδικος) opponent in a suit, in gen. adversary.  Gen. R. s. 82.—Ib. s. 100 אנטירוקוס (corr. acc.); Pesik. Naḥa’mu p. 126a; a. fr.—Pl. אַנְטִידִיקִיןparties to a suit. Deut. R. s. 5 האנטיריקון (corr. acc.). | "
1583,ἀντίθεσισ (antithesis),אַנְטִיתֶזָה,"antithesis.  [L. antithesis, from Gk. antithesis (= opposition; lit. ‘a placing against’), from antitithenai (= to set one thing against another, oppose), from anti (see אַנְטִי□) and tithenai (= to place). See תִּיק and cp. פְּרוֹתֶזָה.] | "
1574,ἀντινομία (antinomia),אַנְטִינוֹמְיָה,"antinomy.  [L. antinomia, from Gk. antinomia (= ambiguity in the law), from anti (see אַנְטִי□) and nomos (= law). See נוֹמָד and suff. □יָה.] | "
2185,ἀντίνους,אַנְטִינוּס, (Ἀντίνους) Antinous; v. אטיטס.  | 
2165,ἀντιόχεια,"אַנְטוּכְיָא,  אַנְטוּכְיָה,  אַנְטוּכִיאָה,  אַנְטְיֹוכִיאָה"," (Ἀντιόχεια)  1)Antioch, surnamed Epidaphnes, the capital of Syria founded by Seleucus Nicator, situated on the Orontes.  Targ. Y. Num. XIII, 21; a. e. (Hamath in Bible).—Keth. 67a. Gitt. 44b; a. fr.—Y. Shek. VI, 50a bot. דפני של א' Daphne near Ant.; Lev. R. s. 19 כייא …—2)the country or district of Ant. , Antiochene. Y. Dem. II, 22d top; Y. Nidd. III, 48a bot.; a. e.; v. חֹולַת, חוּלְתָּא a. חֲמַת. | "
1579,ἀντιπάθεια (antipatheia),אַנְטִיפַּתְיָה,"antipathy.  [L. antipathīa, from Gk. antipatheia, from antipathes (= having opposite feelings), from anti (see אַנְטִי□) and pathos (= feeling, suffering, passion). See פָּתוֹס and cp. אַפַּתֽיָה.] | "
1577,ἀντίποδεσ (antipodes),אַנְטִיפּוֹד,"antipode.  [L. antipodēs (pl.), from Gk. antipodes, pl. of antipous (= having the feet opposite), from anti (see אַנְטִי□) and pous, gen. podos (= foot; see פֵּדָר).] | "
2182,ἀντίχρησις,אַנְטִיכְרִיסִיס," (ἀντίχρησις) an agreement allowing the creditor the use of a pledged object (in place of interest on the loan).  Y. B. Mets. VI, end, 11a הדא א' ריבית הוא antichresis is considered usury. | "
2204,ἄντλεία,"אַנְטְלַיָּא,  אַנְטִילַיָּיא"," (of אנטל; from which Greek ἄντλος, ἄντλον &c. and our w. ἄντλεία, antlia) baling out bilge-water, pump (with wheels and buckets).  Ruth R. to II, 19 גלגל אנטי'; Lev. R. s. 34 אנטל' (ed. אנטילא, corr. acc.) the pumping wheel. Tosef. Makhsh. III, 4 מפני א' שלהן on account of their baling machine (besprinkling the wheat). Ib. Mikv. IV, 2 אנטיליא. | "
18807,ἀντλίον (antlion),נַטְלָה,"vessel used for washing hands.  [Aram. נַטְלָא. Prob. derived from נְטַל and lit. meaning ‘that which is lifted’ or ‘that which is taken’. נַטְלָא is not borrowed from Gk. antlion (= bucket), as some lexicographers would have it.] | "
2204,ἄντλον,"אַנְטְלַיָּא,  אַנְטִילַיָּיא"," (of אנטל; from which Greek ἄντλος, ἄντλον &c. and our w. ἄντλεία, antlia) baling out bilge-water, pump (with wheels and buckets).  Ruth R. to II, 19 גלגל אנטי'; Lev. R. s. 34 אנטל' (ed. אנטילא, corr. acc.) the pumping wheel. Tosef. Makhsh. III, 4 מפני א' שלהן on account of their baling machine (besprinkling the wheat). Ib. Mikv. IV, 2 אנטיליא. | "
2204,ἄντλος,"אַנְטְלַיָּא,  אַנְטִילַיָּיא"," (of אנטל; from which Greek ἄντλος, ἄντλον &c. and our w. ἄντλεία, antlia) baling out bilge-water, pump (with wheels and buckets).  Ruth R. to II, 19 גלגל אנטי'; Lev. R. s. 34 אנטל' (ed. אנטילא, corr. acc.) the pumping wheel. Tosef. Makhsh. III, 4 מפני א' שלהן on account of their baling machine (besprinkling the wheat). Ib. Mikv. IV, 2 אנטיליא. | "
1584,ἄντλοσ (antlos),אַנְטָל,"vessel.  [Gk. antlos (= hold of a ship; bucket), prob. standing for antlos, from am-thlos-s, and related to ame (= bucket). See ‘amnion’ in my CEDEL and cp. אַנְטִילְיָה.] | "
2129,άντος,אַנְדְּרָטָא," (a. contract. of ἀνδριάς‚—άντος) statue, also portable bust, image.  Targ. Esth. III, 2—5 (some ed. pl., incorr.). R. Hash. 24b a synagogue דאוקימו בה א' Ms. M. (ed. הוה בה א') in which they placed a bust (of a Persian king). Snh. 62b; a. fr.—Pl. אַנְדְּרָטֵי, אַנְדְּרָטַיָּא. Ab. Zar. 40b א' של מלכים royal (imperial) busts. M. Kat. 25b אתעקרו כל א' Ms. M. (ed. אתקציצו) all royal statues were overthrown. Y. Ab. Zar. III, 42c top. [Gen. R. s. 8 אינדרטין, v. אַנְדְּרֹונִיטִיס.] | "
2131,άντος,אַנְדְּרִיאַנְטֹוס," (ἀνδριάς—άντος) statue, v. אַנְדְּרָטָא.  Ex. R. s. 27 נפלה … של אנדרואנטיא (read נפלטה לתוך ידו של א') it escaped into the hand of a (royal) statue; (v. ibid. ישבה על איקונין של מלך). Tanḥ. P’kudé, 4 אדריונטוס (corr. acc.); Ex. R. s. 51. [Gen. R. s. 8 אינדרטין, v. אַנְדְּרֹונִיטִיס; v. Ar. s. v. אדרינטיס.] | "
1566,ἀντωνυμία (antonymia),אַנְטוֹנִים,"antonym.  [Formed from Gk. antonymia (= a word used for another, a pronoun), from anti (= instead of; see אַנְטִי□), and onyma, dialectal form of onoma (= noun). See נוֹמִינָלִי.] | "
1540,ἀνωμαλία (anomalia),אֲנוֹמַלְיָה,"anomaly.  [L. anōmalia, from Gk. anomalia (= inequality), from anomalos (= unequal). See אֲנוֹמָלִי and suff. □יָה.] | "
1539,ἀνώμαλοσ (anomalos),אֲנוֹמָלִי," anomalous.  [Formed with adj. suff. □ִי from Gk. anomalos (= unequal), which is formed from privative pref. an and omalos (= even), from omos (= one and the same), which derives from IE base *sem- (= one, together). See ‘same’ in my CEDEL and cp. ‘anomalous’ ibid. cp. אֲנוֹרְמָלִי.] | "
1544,ἀνώνυμοσ (anonymos),אֲנוֹנִימִי,"anonymous.  [Formed with suff. □ִי from L. anōnymus, from Gk. anonymos (= without a name), from privative pref. an and onyma, dialectal form of onoma (= name). See נוֹמִינָלִי.]  | "
