Unnamed: 0,Greek Entry,Entry,Definition
4902,dodeka,דּוֹדֶקָאֶדֶר,"dodecahedron (geometry). FW [Gk. dodekahedron (= lit.: ‘having twelve faces’), from dodeka (= twelve), and hedra (= seat, chair, bench; side, face). Gk. dodeka is shortened from duodeka, from duo (= two; see דּוּ□), and deka (= ten; see דֶּקָדָה). Gk. hedra stands for * sedrā and is cogn. with L. sedēre (= to sit). See the first element in דוֹדֶקָגוֹן and cp. אַסֽלָה, סַנְהֶדְרִין and the second element in פּוֹלִיאֶדֶר. See also אַכְסַדְרָה and cp. words there referred to.]"
4903,dodekagonon,דּוֹדֶקָגוֹן,"dodecagon (geometry). FW [Gk. dodekagonon (= lit.: ‘having twelve angles’), from dodeka (= twelve; see דּוֹדֶקָאֶדֶר), and gonea (= corner, angle), which is related to gonu (= knee). See ‘knee’ in my CEDEL and cp. the second element in פּוֹלִיגֹון.]"
4902,dodekahedron,דּוֹדֶקָאֶדֶר,"dodecahedron (geometry). FW [Gk. dodekahedron (= lit.: ‘having twelve faces’), from dodeka (= twelve), and hedra (= seat, chair, bench; side, face). Gk. dodeka is shortened from duodeka, from duo (= two; see דּוּ□), and deka (= ten; see דֶּקָדָה). Gk. hedra stands for * sedrā and is cogn. with L. sedēre (= to sit). See the first element in דוֹדֶקָגוֹן and cp. אַסֽלָה, סַנְהֶדְרִין and the second element in פּוֹלִיאֶדֶר. See also אַכְסַדְרָה and cp. words there referred to.]"
4889,dogmatikos,דּוֹגְמָטִי,"dogmatic(al). FW [Gk. dogmatikos (= pertaining to doctrines), from dogma. See דּוֹגְמָה and suff. □ִי.]"
4986,Dorikos,דּוֹרִי,"Doric. FW [Back formation from Gk. Dorikos, from Doris (= Doris), name of a district in Central Greece, named after Doros (= Dorus), the ancestor of the Dorians, a name related to doron (= gift). See דּוֹרוֹן. For the ending see adj. suff. □ִי.]"
4985,doron,דּוֹרוֹן,"gift, present. PBH [From Gk. doron, from IE * dō-ron (= gift), which has a collateral form * dō-nom, whence L. dōnom. cp. ‘donation’ in my CEDEL. cp. also דּוֹרִי and the second element in פַּנֽדּוֹרָה and in תֶּרְמִידוֹר.]"
5513,drachme,דַּרְכְּמוֹן,"1) name of an ancient Persian gold coin. 2) name of a Greek coin. NH [Prob. a blend of Gk. dareikos (see אֲדַרְכּוֹן) and Gk. drachme, name of a silver coin (lit.: ‘a handful’), related to dragme (= handful), dragma (= a sheaf; lit.: ‘as much as one can grasp, a handful’), from the stem of drassesthai (= to clutch, grasp, seize).]"
5525,dragon,דְּרָקוֹן,"dragon. PBH [From Gk. dragon (= a kind of serpent; dragon), which prob. means lit. ‘the sharp-sighted one’, and is related to derkesthai (= to look at), from IE base *derk̑–, drk̑– (= to see, look at). See ‘dragon’ in my CEDEL.]"
5516,drama,דְּרָמָה,"drama. FW [Gk. drama (= deed, act, action represented on the stage, drama), from dran (= to do, accomplish), which is related to drainein (= to be ready to do). cp. דְּרַסְטִי and the second element in מָלוֹדְרָמה.]"
5519,dramatikos,דְּרָמָתִי,"dramatic. FW [Back formation from Gk. dramatikos (= dramatic), from drama (= drama). See דְּרָמָה and suff. □ִי.]"
5524,drastikos,דְּרַסְטִי,"drastic. FW [Back formation from Gk. drastikos (= active, efficient, violent), from drastos (= done), verbal adj. of dran (= to do, accomplish). See דְּרָמָה.]"
5119,dynamikos,דִּינָמִי,"dynamic. FW [Back formation from Gk. dynamikos (= powerful), from dynamis (= might, power), which is related to dynamai (= I am able, I am worth), dynatos (= strong, able). Of uncertain origin. cp. דִּין II. cp. also דִּינָמוֹ, דִּינָמִיט, דִּינָמִיקָה. For the ending see suff. □ִי.]"
5122,dynamikos,דִּינָמִיקָה,dynamics. FW [From Gk. dynamikos (= powerful). See דִּינָמִי.]
5111,dynamis,דִּין,"dyne (physics). FW [Shortened from Gk. dynamis (= might, power). See דִּינָמִי.]"
5118,dynamis,דִּינָמוֹ,dynamo. FW [From Gk. dynamis (= power). See דִּינָמִי.]
5082,dyo,דְּיוֹפִי,"siphon (another version for דְּיוּבִיט). PBH [Folk-etymological alteration of דְּיוּבִיט (= lit.: ‘two mouths’), from Gk. dyo (= two), and Heb. פִּי, properly c. st. of (= פֶּה mouth).]"
5085,dyo,דְּיוֹקָן,"1) image, likeness. PBH 2) portrait. NH [Surely connected with Gk. eikon (= likeness; see אִיקוֹנִין), but the ד is of uncertain origin. According to some scholars דְּיוֹקָן is the contraction of דְּיוֹ (= Gk. dyo, ‘two’), and eikon, and properly means ‘a double image’.]"
5127,dys,דִּיס□,"dys– (pejorative pref., used esp. in the senses ‘hard to, difficult at, slow of’, the opposite of the pref. en–). FW [Gk. dys– (= hard, bad, ill).]"
5096,dysenteria,דִּיזֶנְטֶרְיָה,"dysentery. FW [Gk. dysenteria (= lit.: ‘bad intestines’). [Coined by the Greek physician Hippocrates from dys (= hard, bad, ill; see דִּיס□ II), and entera (= intestines). See ‘enteric’ in my CEDEL.]"
21343,echis,עַכְנָא,"ringed snake. PBH [Prob. borrowed from Gk. echis, echidna (= viper), possibly through the medium of Syr. אָכֶדְנָא. See ‘anguine’ in my CEDEL and cp. ‘echidna’ ibid. According to some scholars עַכֽנָא and עַכְנַאי derive from עכן. cp. עֶכֶס II.]"
21347,echis,עֶֽכֶס,viper. PBH [From Gk. echis. See עַכְנָא.]
30487,eidyllion,תְּמוּנִיָּה,"idyll. NH [Formed from תּֽמוּנָה with suff. □ִיָּה. Properly loan translation from Gk. eidyllion (= a short descriptive poem), lit.: ‘a little picture’ (whence also Eng. idyll).]"
5085,eikon,דְּיוֹקָן,"1) image, likeness. PBH 2) portrait. NH [Surely connected with Gk. eikon (= likeness; see אִיקוֹנִין), but the ד is of uncertain origin. According to some scholars דְּיוֹקָן is the contraction of דְּיוֹ (= Gk. dyo, ‘two’), and eikon, and properly means ‘a double image’.]"
1027,eikoncon,אִיקוֹנִין,"likeness, image, picture, portrait. PBH [Borrowed from Gk. eikoncon (dimin. of likeness, image), which is related to eikos (= similar, like, is like, is fit). See ‘icon’ in my CEDEL. cp. דְיוֹקָן.] | **Editor's Note: The 'i' or 'iota' was possibly mistaken for a 'c' and became written down as 'eikoncon'. Jastrow writes 'εἰκόνιον' which supports the suggestion that this is a copyist error."
2009,eklektikos,אֶקְלֶקְטִי,"eclectic. FW [Gk. eklektikos (= picking out, selecting), from eklektos, verbal adj. of eklegein (= to pick out, select), from ek (= out of), and legein (= to pick out, choose; to tell, say, speak). See אֶקֽס□ and לִגְיוֹן. For the ending of אֶקֽלֶקְטִי see suff. □ִי.]"
2012,ekstatikos,אֶקְסְטָטִי,"ecstatic. FW [Back formation from Gk. ekstatikos (= unstable), from ekstasis. See אֶקְסְטָזָה and suff. □ִי.]"
1151,elegeia,אֶלֶגְיָה,"elegy. FW [Gk. elegeia, short for elegeia ode (= an elegiac song). cp. ‘elegy’ and ‘elogium’ in my CEDEL.]"
1352,embate,"אַמְבָּט,  אַמְבָּטִי","bath, bathtub. PBH [Borrowed from Gk. embate (of s.m.), from embatein (= to go into), from en (= in) and bainein (= to go).]"
21559,embolon,עִנְבָּל,"clapper of a bell. PBH [From Gk. embolon (= lit.: ‘something thrown in’), from emballein (= to throw in), from en (= in) and ballein (= to throw). See second ‘–en’ in my CEDEL and cp. בַּלִיסְטִיקַה.]"
1633,empilion,אַנְפִּילָה,"felt shoe, felt slipper. PBH [Gk. empilion (= felt shoe), formed from en (= in) and pilos (= felt), which is prob. cogn. with L. pilleus (= felt cap), pilus (= hair). cp. ‘pile’ (= soft hair) in my CEDEL.]"
1632,emporion,אַנְפּוֹרְיָה,"trading place, trade, merchandise. PBH [Gk. emporion (= a trading place, market), properly neuter of emporios (= pertaining to trade), used as a n., from emporos (= traveler; trader, merchant), from en (= in) and poros (= passage, way, road), which stands in gradational relationship to peirein (= to go through, pierce, cross, traverse) which is related to peran (= to pass through). These words derive from IE base *per- (= to pass over). cp. ‘fare’ (v.) in my CEDEL.]"
1522,endemios,אֶנְדֶּמִי,"endemic. FW [From Gk. endemios, endemos (= dwelling in a place, native), from en (= in) and demos (= district, country, land, people), which stands for *dāmos (lit.: ‘a division of the people’), from IE base *dā-, *dāi- (= to cut off, separate, divide), whence also Gk. daimon (= god, goddess; lit.: ‘divider, distributor (of men’s destinies)’. See ‘demon’ in my CEDEL and cp. ‘demos’ ibid. cp. אֶפִּידֶמִי.]"
1110,enschero,אַכְסְרָה,"in the lump, as a whole, approximately. PBH [A loan word from Gk. enschero (= in a row), which is formed from en (= in) and scheros (= row, line), from schein (= to have, hold, possess). See סְכֵימָה.]"
1913,eparchia,אִפַּרְכְיָה,"eparchy, province, district. PBH [Gk. eparchia (= office of an eparch, prefecture), from eparchos (= eparch, governor of a country, prefect), from epi (= on, upon), and archos (= leader, chief, ruler). See אֶפִּי□ and □ִרְכְיָה.]"
1816,epeisodion,אֶפִּיזוֹדָה,"episode. FW [Gk. epeisodion (= addition, episode), properly neuter of the adj. epeisodios (= coming in, besides, adventitious), from epi- (= at, on, in addition to), eis, es (= into), and odos (= way). See אֶפִּי□. See also ‘en’ and ‘odograph’ in my CEDEL.]"
1922,ephesis,אֶֽפֶשׁ,"wish, desire. PBH [Together with Syr. אֶפֶשׁ of uncertain origin. According to Fleischer both these words are borrowed from Gk. ephesis (= a throwing at; appeal — a law term; permission; desire). This latter word derives from ephienai (= to send to, send against, hurl at, impose upon), from epi (= on, upon; at; see אֶפִּי□), and ienai (= to send, throw, hurl), which stands for yi-ye-nai, and is cogn. with L. jacēre (= to throw).]"
1802,epi,אֶפִּי□,"pref. meaning ‘on, beside, among, above, anterior’. FW [Gk. epi-, ep-, aph-, from epi (= on, upon; up to, over, after; at; beyond, besides, in addition to). Cogn. with Old I. api (= also, besides), Avestic aipi (= also; to, toward). cp. ‘ob-’ in my CEDEL.]"
1806,epigraphe,אֶפִּיגְרָף,"epigraph. FW [Gk. epigraphe (= inscription), from epigraphein. See אֶפִּיגְרַם.]"
23392,epikarsion,פַּקְרֵס,"1) shirt, underwear. PBH 2) sweater. NH [Shortened from אַפְקַרְסִין, from Gk. epikarsion (= striped garment), properly subst. use of the neuter of the adj. epikarsios (= crosswise, at an angle; striped), which is formed from epi (= on, upon; see אֶפִּי□), and a word, which is prob. related to Lithuanian skeřsas (= transversal).]"
1838,epikomion,אֲפִיקוֹמָן,"‘afikoman’, a piece of ‘matzah’ broken off from the central of the three ‘matzoth’, used at the end of the meal at the Seder service (Jewish religion). PBH [Gk. epikomion (= festal procession after the meal), properly subst. use of the neuter of the adj. epikomios (= of, or at, a festal procession), from epi (= on, upon; at; see אֶפִּי□), and komos (= banquet, merrymaking, revel). See קוֹמֶדְיָה.]"
1837,epikos,אֶפִּיקָה,"epic. FW [From Gk. epikos (= epic, adj.), which derives from epos (= word, song; in pl., ‘epic, poetry’). See אֶפּוֹס.]"
1822,epilepsia,אֶפִּילֶפְּסְיָה,"epilepsy. FW [Ultimately from Gk. epilepsia (= liability to seizure, epilepsy), which is related to epilambanein (= to lay hold of, seize, attack), from epi (= on, upon), and the future stem of lambanein (= to take, grasp, seize). See אֶפִּי□ and דִּילֶמָּה. For the ending see suff. □יָה.]"
1821,epilogos,אֶפִּילוֹג,"epilogue. FW [Ultimately from Gk. epilogos (= peroration; concluding part of a play, lit.: ‘a saying in addition’), from epilegein (= to say in addition), from epi (= on, upon; see אֶפִּי□), and legein (= to say, speak), which is related to L. legere (= to read, recite). See לִגְיוֹן and cp. פְּרוֹלוֹג.]"
1829,epistylion,אֶפִּיסְטִילָה,"architrave, epistyle. FW [Gk. epistylion, from epi (= on, upon; see אֶפִּי□), and stylos (= pillar, column), which is related to styein (= to make stiff, erect; to place, set). These words derive from IE base *st(h)āu-, *st(h)ū-, (= stiff, upright, post, pillar).]"
1818,epitropos,אֶפִּיטְרוֹפּוֹס,"guardian, procurator, administrator. PBH [Gk. epitropos (= guardian, trustee, governor; properly ‘one to whom a charge is entrusted’), from epitrepein (= to turn to or toward, to entrust to one’s charge), from epi (= on, upon; see אֶפִּי□), and trepein (= to turn), which derives from IE base *trep- (= to turn). cp. טְרוֹפִּי and the first element in טְרוֹפּוֹסְפֵירָה.]"
1783,epos,אֶפּוֹס,"epos. FW [Gk. epos (= word, speech, tale, song; in pl. ‘epic poetry’). Related to Gk. ops (= voice), ossa (= voice tale), and cogn. with L. vox (= voice). cp. אֶפִּי, אֶפִּיקָה and the first element in אֶפּוֹפֵּיָה.]"
1801,epos,אֶפִּי,epic. FW [Formed with suff. □ִי from Gk. epos (see אֶפּוֹס).]
2071,ergalia,אֶרְגַּלְיָה,"tools, instruments. PBH [Gk. ergalia, pl. of ergaleion (= tool, instrument), from ergon (= work). See אֶרְגּֽ and cp. words there referred to.]"
2059,ergon,אֶרְגְּ,"erg (physics). FW [From Gk. ergon (= work), which is related to ergo (= I do, sacrifice), organon (= an instrument), orgia (= secret rites), from IE base *werg- (= work, to work). See ‘work’ (n.) in my CEDEL and cp. אַרְגּוֹן, אֶרְגַּלְיָה, אוֹרְגָנִי, and the second element in אַלֶּרְגְּיָה, אֶנֶרְגְּיָה, רְּרָמָטוּרְגְּיָה, לֵיתַרְגְּיָה, מֶטַלּוּרְגְּיָה."
2094,erotikos,אֶרוֹטִי,"erotic. FW [Gk. erotikos (= caused by love; referring to love), from eros (= love, sexual desire), which is related to eran, erathai (= to love). Of uncertain etymology. For the ending see suff. □ִי.]"
1712,eschala,אַסְכָּלָה,"grill, grid. PBH [Gk. eschala (= hearth, fireplace), which is of uncertain origin.] | **Editor's Note: The 'l' likley should be an 'r' or a rho. Jastrow references this word but spells it with a rho."
1710,eschatos,אֶסְכָטוֹלוֹגְיָה,"eschatology. FW [Lit.: ‘the study of the last things’, from Gk. eschatos (= furthest, remotest, last), and - logia. Gk. eschatos is a derivative of ex, which is related to L. ex, ē (= out of, from). For the etymology of Gk. - logia, see □לוֹגֽיָה.]"
651,esoterikos,אֶזוֹטֶרִי,"esoteric. FW [Gk. esoterikos (lit.: ‘pertaining to those within’), from esotero (= more within), comparative of eso (= within), which is related to eś, eis (= into), and to en (= in). For the ending see suff. □ִי.]"
2361,ethicos,אֶתִּיקָה,"ethics. FW [Gk. ethicos (= pertaining to morals, moral), from ethos (= habit, custom, usage, disposition, character, moral), which is related to ethezein (= to accustom), eiotha (= I am accustomed), and cogn. with Old I. svadhā (= custom, peculiarity), L. sodālis (= fellow, companion), suēscere (= to become accustomed). The orig. meaning of all these words was ‘property, peculiarity’. They are traceable to IE *swedh-, a compound base lit. meaning ‘to make one’s own’, formed from the reflexive base *swe- (= his own), and *dhē (= to make do). cp. first element in אֶתְנוֹגְרַפְיָה, אֶתְנַרֽךְ."
2346,ethos,אֶתוֹס,"ethos. FW [Gk. ethos (= habit, custom, usage, disposition, character, moral.]"
2377,etnarches,אֶתְנַרְךְ,"ethnarch. FW [Gk. etnarches (= ruler of the people), from ethnos (= people), and arches (= leader, chief, ruler), from the stem of archein (= to begin; to rule). See אֶתֽנוֹגְרֵפֽיָה and אַרְכִי.]"
793,etymologia,אֶטִימוֹלוֹגְיָה,"etymology. FW [Ultimately from Gk. etymologia, properly ‘the study of the true sense of a word’, compounded of etymon (= the true sense of a word according to its origin), properly neuter of etymos (= true), and - logia. See □לוֹגְיָה.]"
491,euaggelion,אֶוַנְגֶּלְיוֹן,"Evangel, Gospel. FW [Gk. euaggelion (= reward of good tidings; gospel), from euaggelos (= bringing good news), from eu (= well), and aggelos (= messenger). See ‘eu-’ and ‘angel’ in my CEDEL and cp. אַנֽגַּרְיָה.]"
16,eugenes,אֶבְגִינוֹס,"of noble descent, noble. PBH [Gk. eugenes (= well-born), from eu (= well), and genos (= race, descent, gender, kind), which is cogn. with L. genus (= birth, descent, origin, race, sort, kind, class; sex, gender). See ‘eu-’ and ‘genus’ in my CEDEL and cp. ‘eugenic’ ibid. cp. also אֶבְגֵּנִיקָה.]"
5764,eugenes,הגן,"to be noble, be worthy. [Base of הוֹגֵן, הָגוּן, הֹגֶן, מְהֻגָּן. Related to Arab. hajuna (= was white), hijān (= white race), hajin (= descendant of a father of noble birth and of a woman slave; the best of its kind; excellent), hajīnahh (= dromedary), JAram. הוֹגְנָא (= young camel). cp. הוּגָן. Krauss and several other scholars derive הגן from Gk. eugenes (= well born); see אֶבְגִינוֹס.]"
1039,Europe,אֵירוֹפָּה,"Europe. FW [Gk. Europe (whence L. Eurōpa which is prob. of Sem. origin). cp. Akka. ’erēbu (= to enter, go in; to go down, set — said of the sun), ’erēb shamshi (= sunset), from the Sem. stem ערב (= to set — said of the sun). Accordingly Europe orig. meant ‘the Region of the Setting Sun’. cp. Hesychius who renders Europe with the words chora tes duseos (= the Land of the Setting Sun). cp. also Erbos (= place of nether darkness), which derives from Heb. עֶרֶב. The form Europe (as if the name meant ‘broad face’), is due to the natural tendency of the Greeks to grecize words foreign to their language. For the sense development of Gk. Europe from a Sem. word meaning ‘sunset, evening’, cp. אַסֽיָה.]"
1104,exedra,אַכְסַדְרָה,"corridor, porch. [Gk. exedra (= a covered walk before the house, furnished with seats; seat, bench), from ex (= out of), and edra (= seat), which derives from IE base *sed- (= to sit). cp. the second element in סַנְהֶדְרִין.]"
3931,exostra,"גְּזוּזְטְרָא,  גְּזוּזְטְרָה","and NH resp.) (pl. גְּזוּזְטְרוֹת and גְּזוּזְטֽרָאוֹת) balcony, porch. (PBH [Gk. exostra (= balcony; lit.: ‘something thrust out’), from ex (= out of), which is related to L. ex (= out of), and othein (= to thrust).]"
4217,Galaxias,גָּלַקְסְיָה,"the ‘Milky Way’, galaxy. FW [Gk. Galaxias (= the Milky Way; lit.: ‘the Milky Circle’), from gala (= milk).]"
4183,galene,גָּלֵינֵי,calmness. PBH [From Gk. galene (= calmness of the sea).]
4227,gamma,"גַּם,  גַּמָּא",". 1) gamma. 2) ‘gimel’. PBH [Gk. gamma, from Heb.–Phoen. גִּימֶל. See גִּימֶל and cp. Heb. גָּמָל, Aram. גַּמֽלָא (= camel).]"
4030,geeina,"גֵּיהִנּוֹם,  גֵּיהִנָּם","hell. [ig.[[illegible]] spelt גֵּי־הִנּוֹם and meaning ‘the valley of Hinnom’, shortened from גֵּי בֶן־הִנּוֹם (= the valley of the son of Hinnom), a valley south-west and south of the old city of Jerusalem where children were sacrificed to Moloch; see גַּי. Arab. jahannam (= hell) is borrowed from גֵּיהִנָּם. Gk. geeina is also a Heb. loan word.]"
4350,gennaios,גִּנּוּן,"1) manner. PBH 2) (in pl.) גִּנּוּנִים etiquette. NH [Prob. from Gk. gennaios (= generous, noble).]"
4355,genos,"גְּנוּסְיָא,  גְּנוּסְיָה","birth. PBH [From Gk. genos (= birth, descent, race), from IE base * ĝen–, * ĝenē (= to beget, produce).]"
4011,geo,גֵּיאֹו□,"geo-. FW [Gk. geo (= pertaining to the earth), from ge (= the earth). Of unknown origin.]"
4016,geodaisia,גֵּיאוֹדֶסְיָה,"geodesy (the science of determining the shape and size of the earth). FW [Gk. geodaisia (= division of the earth), compounded of geo- (see גֵּיאוֹ□) and the stem of daiesthai (= to divide). See דֶּמוֹן.]"
4015,geographia,גֵּיאוֹגְרַפְיָה,"geography. FW [Gk. geographia (= description of the earth), from geographos (= earth-describing), which is compounded of geo (see גֵּיאוֹ□) and – graphia (see □גְרַפְיָה.]"
4022,geometria,גֵּיאוֹמֶטְרְיָה,"geometry. FW [Gk. geometria (= geometry), lit.: ‘measurement of the earth’, from geometres (= land measurer, geometer), which is compounded of geo– and metrein (= to measure), from metron (= measure). See גֵּיאוֹ□ and מֶטֶר.]"
4059,geometria,גִּימַטְרִיָּא,"explanation of the sense of a word by substituting for it another word, so that the numerical value of the letters constituting either word is identical. PBH [Usually connected with Gk. geometria (= geometry), but prob. a metathesis of Gk. grammateia (= play upon letters), from gramma (= letter; lit.: ‘that which is written’). See גְּרַם.]"
4500,gerdios,גַרְדִּי,weaver. PBH [From Late Gk. gerdios (= weaver).]
4213,glyphein,גלף,"to engrave, carve. [Hebraization of Gk. glyphein (= to hollow out, engrave, carve), which is cogn. with L. glūbere (= to peel, shell). See ‘cleave’ (= to split), in my CEDEL. and cp. גְּלוּמָה and the second element in הִיֶּרוֹגְלִיפִים.] | — Qal . גָּלַף he carved, engraved. — Pi.  גִּלֵּף (of s.m.). — Pu.  גֻּלַּף was carved, was engraved. "
3905,gorilla,גּוֹרִילָה,"gorilla. FW [Gk. gorilla, from an African word quoted by the Punic navigator Hanno in Periplus (about 470 B.C.E.).]"
4530,grammai,גֵּרוּמִים,"small addition to the measure (which the vendor is accustomed to give to the buyer). PBH [According to Levy, from Gk. grammai (= lines; hence small additions).]"
4059,grammateia,גִּימַטְרִיָּא,"explanation of the sense of a word by substituting for it another word, so that the numerical value of the letters constituting either word is identical. PBH [Usually connected with Gk. geometria (= geometry), but prob. a metathesis of Gk. grammateia (= play upon letters), from gramma (= letter; lit.: ‘that which is written’). See גְּרַם.]"
3892,grapheion,גּוֹפָן,"script, kind or form of letters. PBH [Perhaps borrowed from Gk. grapheion (= writing), from graphein (= to write).]"
4634,graphike,גְּרָפִיקָה,"graphics. FW [From Gk. graphike, from graphein (= to write). See □גּֽרָף.]"
4627,grapho,גְּרָפוֹ□,"grapho– (combining form). FW [Gk. grapho–, from graphein (= to write). See □גְּרָף.]"
4542,grophion,גְּרוֹפִית,"shoot of an olive or sycamore. PBH [From Gk. grophion (= shoot of olive used as a seedling), whence Syr. גורפא.]"
4522,gryte,"גְּרוּטָה,  גְּרוּטָא,  גְּרוּטִי","1) junk, scrap-iron; PBH 2) old stuff. NH [From Gk. gryte (= trunk, box; whence ‘old things, scrap’).]"
4061,gymnasion,גִּימְנַסְיָה,"secondary school, high school. FW [Gk. gymnasion (= gymnastic school, school), from gymnazein (= to practice gymnastic exercises; lit.: ‘to train naked’), from gymnos (= naked); so called because the athletes trained naked. cp. גִּ׳ימֽקָנָה.]"
4447,gypsos,גִּפְסִיס,gypsum. PBH [Gk. gypsos. See גֶּבֶס.]
6402,halme,הִלְמִי,"brine (for pickling). PBH [Gk. halme (= brine), from hals (= salt), which stands for IE * sal–, whence also L. sāl, gen. sǎlis (= salt). See ‘salt’ in my CEDEL and cp. the first element in הֲלוֹגֶן.]"
7163,harmonia,הַרְמוֹנְיָה,"harmony. FW [Gk. harmonia (= a fitting together, joining, proportion, concord, agreement, musical harmony), related to harmozein (= to fit together, adapt, accommodate), harmos (= a joining), from IE base * ar– (= to join), See אַרְטִיסֽט and cp. words there referred to. cp. also הַרְמוֹנִיקָה, הרמן and the second element in פִילְהַרְמוֹנֽיָה. For the ending see suff. □יָה.]"
5819,hedone,הֶדוֹנִיזְם,"hedonism. FW [Formed from Gk. hedone (= pleasure), from hedys (= sweet). For the ending see suff. □ִיזְם.]"
5760,hegemon,הֶגְמוֹן,"1) leader, general. PBH 2) cardinal. NH [Gk. hegemon (= leader), from hegeisthai (= to lead), orig. prob. ‘to track down the way’, from IE base * sāg–, * sěg– (= to track down, trace, seek), whence also L. sāgīre (= to perceive quickly or keenly), sāgus (= presaging, predicting, prophetic), sǎgāx (= sagacious).]"
5761,hegemonia,הֶגְמוֹנְיָה,"hegemony. PBH [Gk. hegemonia (= leadership), from hegemon. See הֶגְמוֹן and suff. □יָה.]"
6407,Hellenikos,הֶלֶּנִי,"Hellenic. FW [Back formation from Gk. Hellenikos (= Greek), from Hellenes (= descendants of Hellen, Greeks), which is of uncertain origin. See ‘Hellen’ in my CEDEL. For the ending see suff. □ִי.]"
6409,Hellenismos,הֶלֶּנִיזְם,"Hellenism. FW [Gk. Hellenismos (= imitation of the Greeks, Hellenism), from Hellenizein (= to speak Greek, make Greek), from Hellenes (= Greeks); see הֶלֶּנִי and □ִיזְם). Introduced (in the form of Hellenismus) in 1836 by the German historian Gustav Droysen as a term denoting the development of Greek culture from Alexander the Great to the end of antiquity.]"
6812,heptagonos,הֶפְּטָגוֹן,"heptagon (geometry). FW [Gk. heptagonos (= seven-cornered), compounded of hepta (= seven), and gonia (= angle).]"
6253,heroikos,הֵירוֹאִי,"heroic. FW [Back formation from Gk. heroikos, from heros (= hero), which is related to Hera (lit.: ‘tutelary goddess’), and cogn. with L. servāre (= to save, deliver, preserve, protect). See קוֹנֽסֶרֽוִים. For the ending of הֵירוֹאִי see suff. □ִי.]"
6181,heterogenes,הֶטֶרוֹגֶנִי,"heterogeneous. FW [Gk. heterogenes (= of different kind), from heteros (= the other of two, another, different), and genos (= race, descent, gender, kind).]"
6256,hierarchia,הִיֶּרַרְכְיָה,"hierarchy. FW [Gk. hierarchia (= office of a hierarch), from hierarches (= leader of sacred rites, high priest), which is compounded of hieros (= holy, sacred), and – arches (= leader, chief, ruler); see הִיֶּרוֹגְלִיפִים and אַרְכִי. For the ending see suff. □יָה.]"
6255,hieroglyphika,הִיֶּרוֹגְלִיפִים,"hieroglyphs. FW [From Gk. hieroglyphika (grammata), neuter pl. of hieroglyphikos (= hieroglyphic; lit.: ‘pertaining to sacred carvings’), compounded of hieros (= holy, sacred), and graphein (= to carve); see □גְרָף.]"
6236,historiographos,הִיסְטוֹרְיוֹגְרָף,"historiographer. FW [Gk. historiographos (= history writer), compounded of historia (= history), and –graphos (= writer), from the stem of graphein (= to write). See הִיסְטוֹרְיָה and □גֽרָף.]"
5940,holographos,הוֹלוֹגְרָף,"holograph. FW [Gk. holographos (= written in full, written entirely by the same hand), compounded of holos (= whole, entire), and graphos, from graphein (= to write); see □גֽרָף.]"
5949,homogenes,הוֹמוֹגֶנִי,"homogeneous. FW [Gk. homogenes (= of the same kind or race), compounded of homos (= one and the same, belonging to two or more jointly), and genos (= race, descent, gender, kind). The first element is cogn. with Old Indian samáḥ (= even, the same), L. similis (= like). See ‘same’ in my CEDEL. For the second element see גֶּן. cp. הֶטֶרוֹגֶנִי.]"
5996,hormon,הורְמונִים,"hormones. FW [Gk. hormon (= that which urges or arouses), pres. part. of horman (= to set in motion, urge, stimulate), from horme (= onset, impulse), from IE base * ser– (= to run, flow), whence also Gk. horos, L. serum (= watery fluid, whey). See סֶרוּם.]"
2303,hospition,אֻשְׁפִּיז,"1) inn. PBH 2) host. PBH 3) guest. MH [Med. Gk. hospition, hospetion (= inn), from L. hospitium (= inn; hospitality), from hospes, gen. hospitis (= host; guest), which stands for *hosti-potis and orig. meant ‘lord of strangers’. cp. Old Slavic gospodǐ (= lord, master), which also means lit. ‘lord of strangers’ and is the exact equivalent of L. hospes. The first element in L. hospes and in Old Slavic gospodǐ is cogn. with Gothic gasts, Old Eng. gaest, giest, etc. (= guest). The second element is cogn. with L. potis (= able), potēns (= powerful); see אִימְפּוֹטֶנֽטִי.]"
11489,hyakintos,יָקִינְטוֹן,"hyacinth. FW [Gk. hyakintos (= wild hyacinth, bluebell). See ‘hyacinth’ in my CEDEL.]"
4858,hydor,דֶּהִידְרַצְיָה,dehydration. FW [Formed from L. dē– (see דֶּ□) and Gk. hydor (= water). See הִידְרָה.]
6199,hydra,הִידְרָה,"hydra. FW [Gk. hydra (= water serpent), from hydor (= water). cp. Old I. udráḥ (= an aquatic animal), Avestic udra (= otter). See הִידְרוֹ□ and cp. נוּטְרִיָּה. cp. also ‘otter’ in my CEDEL.]"
6200,hydro,הִידְרוֹ□,"combining form meaning ‘water’. FW [Gk. hydro, from hydor (= water), from IE base * wāed–, *wōd–, *ud– (= water). cp. הִידְרָה. cp. also ווֹדְקָה.]"
6232,hymenaios,"הִינוּמָא,  הִינוּמָה","bridal veil. PBH [Prob. metathesized from Gk. hymenaios (= wedding or bridal song, sung as the bride was led to the bridegroom’s house), from Hymen (name of the god of marriage). cp. הִימְנוֹן.]"
6228,hymnos,הִימְנוֹן,"hymn. FW [Gk. hymnos (= a song in praise of gods or heroes), orig. ‘a wedding song’, and prob. related to Hymen, name of the god of marriage. See הִינוּמָא.]"
