Unnamed: 0,Greek Entry,Entry,Definition,ID
2145,aristokratia,אֲרִיסְטוֹקְרַטְיָה,"aristocracy. FW [Fren. aristocratie, from L. aristocratia, from Gk. aristokratia (= rule or govenment of the best), which is compounded of aristos (= best) and – kratia (= rule of), from kratos (= strength, power, rule). Aristos is superlative to areion (= better), and related to arete (= virtue), areskein (= to make good, conciliate). These words derive from IE base *ar- (= to join), whence also Gk. arthron (= a joint), L. artus (= joint, limb), ars (= art). See אַרְטִיסְט. For the etymology of kratos see □קֽרַטְיָה.]",155
2142,ariston,אֲרִיסְטוֹן,"a solemn feast, festive banquet. PBH [Gk. ariston (= morning meal, breakfast; later ‘the midday meal’), formed from the locative a(i)eri (= in the morning). The suff. – sto–n in ariston stands for *d-to-, zero degree of root ed- (= to eat), whence Gk. edein, esthiein, L. edere (= to eat).]",156
2148,arithmetike,אֲרִיתְמֶטִיקָה,"arithmetic. FW [Ultimately from Gk. arithmetike techne (= the art of counting), from arithmein (= to number, count, reckon), from arithmos (= number), from IE base *riī̌ (= to count). Base *rī̌- is prob. an enlargement of base *ar- (= to join), whence L. arma (= weapons), ars (= art), etc. See אַרְטִיסְט and cp. the second element in לוֹגָרִיתְם.]",157
2219,arktikos,אַרְקְטִי,"Arctic. FW [L. arcticus, from Gk. arktikos (= of a bear; of the Great Bear; northern), from arktos (= bear; the constellation of the Great Bear; the north), which is cogn. with Old I. ’r̄kṣaḥ, Avestic arĕsshō, L. ursus (= bear). For the ending of אַרְקְטִי, see suff. □ִי. cp. אַנְטְאַרְקְטִי.]",158
2197,arnakis,אַרְנָק,"bag, purse. NH [Back formation from Aram. אַרְנְקֵי, which is borrowed from Gk. arnakis (= sheepskin coat), a f.n. prob. formed through haplology from arno-nakos, a compound formed from aren, gen. arnos (= sheep), and nakos (= fleece).]",159
2097,aroma,אֲרוֹמָה,"aroma. FW [Gk. aroma (= fragrance, odor, spice), of uncertain origin.]",160
2098,aromatikos,אֲרוֹמָתִי,"aromatic. FW [Gk. aromatikos, from aroma. See אֲרוֹמָה with suff. □ִי.]",161
21914,arrabon,עֵרָבוֹן,"1) pledge (in the Bible occurring only Gen. 38:17, 18, 20). 2) earnest money. PBH [From ערב II. cp. Egypt.-Aram. ערב, Aram. עַרֽבּוֹנָא whence Arab. ‘ arabūn, Gk. arrabon, whence L. arrhabō, arrha, arra (= earnest money).]",162
2202,arsenikon,אַרְסָן,"arsenic. FW [Fren. arsenic, from L. arsenicum, arrhenicum, from Gk. arsenikon, arrenikon (= yellow orpiment), from Med. Pers. zarnīk (= gold, golden; orpiment), whence Modern Pers. and Arab. zarnīk (= orpiment), through the medium of a Sem. language. See זַרְנִיךְ.]",163
2123,arteria,אַרְטֶרְיָה,"artery. FW [L. artēria, from Gk. arteria (= windpipe, artery), prob. contracted from aerteria, which is a derivative of aeirein, airein (= to lift, raise, bear). See אָאוֹרְטָה and cp. the second element in מֵטֵאוֹר.]",164
2145,arthron,אֲרִיסְטוֹקְרַטְיָה,"aristocracy. FW [Fren. aristocratie, from L. aristocratia, from Gk. aristokratia (= rule or govenment of the best), which is compounded of aristos (= best) and – kratia (= rule of), from kratos (= strength, power, rule). Aristos is superlative to areion (= better), and related to arete (= virtue), areskein (= to make good, conciliate). These words derive from IE base *ar- (= to join), whence also Gk. arthron (= a joint), L. artus (= joint, limb), ars (= art). See אַרְטִיסְט. For the etymology of kratos see □קֽרַטְיָה.]",165
641,asbestos,אַזְבֶּסְט,"asbestos. FW [Gk. asbestos (lit.: ‘unquenchable, inextinguishable’), from pref. a-, and sbestos, verbal adj. of sbennunai (= to quench, extinguish), which derives from IE base *gwes- (= to quench, extinguish).]",166
1694,asemon,אֲסִימוֹן,"1) uncoined metal; worn coin. PBH 2) metal token (to be used in subways, telephone booths, etc.). NH [Gk. asemon (= uncoined metal, bullion), properly subst. use of the neuter of the adj. asemos (= without token), which is formed from privative pref. a-, and sema (= sign, token). See סִימָן.]",167
1693,Asia,אַסְיָה,"Asia. FW [Gk. Asia, from Akka. aṣū (= to go out; to rise — said of the sun), which is related to Heb. יָצָא (= he went out; it rose — said of the sun). Accordingly Asia orig. denoted ‘the Region of the Rising Sun’ in contradistinction to Europe which orig. meant ‘the Region of the Setting Sun’ (see אֵירוֹפָּה). cp. the second element in אֵירַסְיָה. cp. also Asia and ‘wudu’ in my CEDEL.]",168
1716,asilla,אֵֽסֶל,"pole, yoke. PBH [Hebraization of Gk. asilla (= yoke), which is of unknown origin.]",169
1742,asparagos,אַסְפָּרָגוּם,"asparagus. PBH [Gk. asparagos, prob. meaning lit. ‘a sprout’ and related to sparagan (= to swell, be ripe), from IE base *sper(eg)-, *spher(e)g- (= ‘to sprout, swell, burst’), whence also L. spargere (= to scatter). See ‘sparse’ in my CEDEL and cp. ‘asparagus’ ibid.]",170
1730,asphaltos,אַסְפַלְט,"asphalt. FW [Ultimately from Gk. asphaltos, which is of uncertain, possibly Sem., origin.]",171
1752,assarion,אִסָּר,"a small Roman copper coin. PBH [Gk. assarion, from L. ās, gen. assis, prob. lit. meaning ‘square piece of metal’ (such as the original form of the coin) and orig. identical with assis, axis (= plank, disc), which is related to asser (= pole, stake, post). See ‘ashlar’ in my CEDEL and cp. second ‘as’ ibid.]",172
1759,aster,אַסְתֵּר,"Aster, a genus of plants of the thistle family. FW [Modern L., from L. astér (= star), from Gk. aster; so called from the radiate heads of the flowers. See אַסְטֶרוֹאִיד.]",173
1683,aster,אַסְטֵרוֹאִיד,"asteroid. FW [From Gk. asteroides (= starlike), which is compounded of aster (= star) and - oeides (= -like), from eidos (= form, shape). Gk. aster prob. goes back to an IE primary form *astero, which is of uncertain Sem. origin. It possibly derives from the name of the evening star called after the Sem. goddess Astarte, i.e. Ishtar, Heb. עַשְׁתֹּרֶת. See אַפֽרוֹדִיטָה, and cp. אַסְטְרוֹלוֹג, אַסְטְרוֹנָאוּט, אַסְטְרוֹנוֹם. For the etymology of ‘œides’ see אִידֵיאָה.]",174
1683,asteroides,אַסְטֵרוֹאִיד,"asteroid. FW [From Gk. asteroides (= starlike), which is compounded of aster (= star) and - oeides (= -like), from eidos (= form, shape). Gk. aster prob. goes back to an IE primary form *astero, which is of uncertain Sem. origin. It possibly derives from the name of the evening star called after the Sem. goddess Astarte, i.e. Ishtar, Heb. עַשְׁתֹּרֶת. See אַפֽרוֹדִיטָה, and cp. אַסְטְרוֹלוֹג, אַסְטְרוֹנָאוּט, אַסְטְרוֹנוֹם. For the etymology of ‘œides’ see אִידֵיאָה.]",175
1681,asthenes,אִסְטְנִיס,"sensitive, fastidious, squeamish. PBH [Gk. asthenes (= weak), lit.: ‘without strength’, from privative pref. a-, and sthenos (= strength), which is of uncertain origin.]",176
1757,asthma,אַסְתְּמָה,"asthma. FW [Gk. asthma (= hard-drawn breath), which prob. stands for an-sthma and derives from IE base *an- (= to blow, breathe), whence also anemos (= wind), L. animus (= breath of air, air, breath). For other derivative of base *an- see אֲנִימִיזֽם.]",177
1956,astrolabon,אַצְטְרוֹלָב,"astrolabe. MH [Med. L. astrolabium, from Gk. astrolabon (organon), lit. ‘startaking (instrument)’, from astron (= star) and the stem of lambanein (= to take).]",178
1685,astrologia,אַסְטְרוֹלוֹגְיָה,"astrology. FW [Ultimately from Gk. astrologia (= ‘astronomy’, later ‘astrology’), from astrologos. See אַסְטְרוֹלוֹג. For the ending see suff. □יָה.]",179
1684,astrologos,אַסְטְרוֹלוֹג,"astrologer. FW [Gk. astrologos (= ‘astronomer’, later ‘astrologer’), compounded of astron (= star), and logos. See אַסְטְרוֹלוֹגְיָה.]",180
1686,astron,אַסְטְרוֹנָאוּט,"astronaut. FW [Compounded of Gk. astron (= star) and nautes (= sailor, seaman). See אַסֽטֵרוֹאִיד and נַוָּט.]",181
1689,astronomia,אַסְטְרוֹנוֹמְיָה,"astronomy. FW [Ultimately from Gk. astronomia (= astronomy), from astronomos. See אַסְטְרוֹנוֹם and suff. □יָה.]",182
1687,astronomos,אַסְטְרוֹנוֹם,"astronomer. FW [Gk. astronomos (= astronomer; lit: ‘star-arranger’), from astron (= star), and nomos (= stranger), which is related to nemein (= to deal out, distribute). See אַסְטֵרוֹאִיד and נוֹמָד and cp. the second element in אַסֽטְרוֹנוֹמֽיָה.]",183
1696,asymmetria,אֲסִימֶטְרִיָּה,"asymmetry. FW [Gk. asymmetria (= incommensurability), from asymmetros (= incommensurate; disproportionate), from privative pref. a-, and symmetros (= commensurable). See סִימֶטְרִיָּה.]",184
2354,atheos,אַתֵּיאִיזְם,"atheism. FW [Fren. athéisme, formed with suff. - isme (see □ִיזֽם) from Gk. atheos (= without god), from privative pref. a- and theos (= god). See תֵּיאִיזְם.]",185
2362,athletes,אַתְלֵט,"athlete. FW [L. athlēta, from Gk. athletes (= combatant, champion), from athleo (= I contend for a prize), from athlos, contracted from aethlos. The first element of this word is perhaps cogn. with Old I. vā́-yati (= he fatigues himself); the second element is of unknown origin.]",186
2364,athletikos,אַתְלֵטִיקָה,"athletics. FW [From L. athlēticus, from Gk. athletikos (= athletic), from athletes. See אַתְלֵט.]",187
801,Atlas,אַטְלַס,"Atlas (one of the Titans in Gk. mythology). FW [L. Atlas (gen. Atlantis), from Gk. Atlas (gen. Atlantos), which stands for A-tlas and lit. means ‘the bearer (of Heaven)’.]",188
810,atmos,אַטְמוֹסְפֵירָה,"atmosphere. FW [Ultimately from Eng. atmosphere, which was first coined by the English bishop and scientist John Wilkins in 1638 with reference to the moon (which in reality has no atmosphere). The word atmosphere was formed from Gk. atmos (= steam, vapor), and aphaira (= ball, globe, sphere). Gk. atmos is a contraction of aetmos, which prob. is related to aella (= tempest, whirlwind), from IE base *wē- (= to blow). See ‘wind’ (air in motion) in my CEDEL. For the second element see סְפֵירָה.",189
776,atomos,אָטוֹם,"atom. FW [Ultimately from Gk. atomos (= atom), properly ‘uncut, indivisible’, from privative pref. a- and tomos, from temnein (= to cut), which derives from IE base *tem-, *tm (= to cut). cp. ‘tome’ in my CEDEL. cp. also the second element in אֲנָטוֹמֽיָה.]",190
814,atrophia,אַטְרוֹפְיָה,"atrophy (disease). FW [Gk. atrophia (= want of food), from atrophos (= not nourished, ill-fed), from privative pref. a- and trophe (= food, nourishment), which stands in gradational relationship to trephein (= to make solid, thicken, congeal, curdle; to nourish; lit.: ‘to make thick’), from IE base *dhrebh- (= to make firm, curdle). See ‘draff’ in my CEDEL and cp. ‘trophic’ ibid. cp. also הִיפֶּרְטֽרוֹפֽיָה.]",191
1038,aulos,אִירֹוס,name of a musical instrument; perhaps a kind of drum. PBH [Of uncertain origin. According to Dalman it derives from Gk. aulos (= flute).],192
433,autarkeia,אוֹטַרְקְיָה,"autarky, self-sufficiency. FW [Gk. autarkeia, from autarkein (= to be self-sufficient), which is compounded of auto- (see אוֹטוֹ□) and arkein (= to suffice), which is related to arkos (= defense), arkios (= safe, sure), and cogn. with L. arcēre (= to enclose, keep away, ward off). These words stand in gradational relationship to Orcus, name of the god of the infernal regions in Roman mythology. cp. קְסַרְקָט.]",193
1860,authentes,אֶפֶנְדִּי,"‘effendi’. FW [Turkish efendi (= master), from Med. Gk. aphente, from Gk. authentes (= an absolute master or ruler; murderer), which is short for auto-entes from autos (= self), which is of uncertain origin, and entes (= one who does a thing himself).]",194
410,auto,"אוֹטוֹ□,  אַבְטוֹ□","(before a vowel אוֹט□, אַבְט□)  FW auto-, resp. aut-. [Gk. auto-, resp. aut-, from autos (= self, same), which is of uncertain origin.]",195
412,auto,אוֹטוֹבּוּס,"bus, omnibus. FW [A hybrid coined from Gk. auto- (= self), and bus, shortened from omnibus, short for Fren. voiture omnibus (= vehicle for all). The term voiture omnibus was introduced by Laffitte in Paris in 1820, from L. omnibus (= for all).]",196
418,auto,"אוֹטוֹמֹובִּיל,  אַבְטוֹמוֹבִּיל",automobile. FW [Lit.: ‘moving of itself’. A hybrid coined from Gk. auto- (see אוֹטוֹ□) and L. mōbilis (= movable). See ‘movable’ in my CEDEL. The modern Greek calls it autokineto (= moved of itself).],197
427,auto,אוֹטוֹקְלָב,"autoclave. FW [Fren. autoclave (lit.: ‘self-locking’), a hybrid coined from Gk. auto- (see אוֹטוֹ□), and L. clāvis (= key). See ‘clavicle’ in my CEDEL.]",198
416,autodidaktos,"אוֹטוֹדִידַקְט,  אַבְטוֹדִידַקְט","autodidact, one self-taught. FW [From Gk. autodidaktos (= self-taught), from auto- (see אוֹטוֹ□) and didaktos (= taught), verbal adj. of didaskein (= to teach). See דִּידַקְטִיקָה.]",199
415,autogenes,"אוֹטוֹגֶנִי,  אַבְטוֹגֶנִי","autogenous, self-generated. FW [From Eng. autogenous, which was coined by the English biologist Sir Richard Owen in 1846 from Gk. autogenes (= self-produced), from auto- (see אוֹטוֹ□) and the stem of gennein (= to produce). See ‘-genous’ in my CEDEL. For the ending of אוֹטוֹגֶנִי see suff. □ִי.]",200
429,autokrateia,"אוֹטוֹקְרַטְיָה,  אַבְטוֹקְרַטְיָה","autocracy. FW [Fren. autocratie, from Gk. autokrateia, from autokrates (see אוֹטוֹקְרָט).]",201
428,autokrates,"אוֹטֹוקְרָט,  אַבְטוֹקְרָט","autocrat. FW [Fren. autocrate, from Gk. autokrates (= ruling by oneself), which is compounded of auto- (see אוֹטוֹ□) and kratos (= strength, power, rule). See ‘-crat’ in my CEDEL.]",202
419,automaton,"אֹוטֹומָט,  אַבְטוֹמָט","automaton. FW [Gk. automaton, neuter of automatos (= acting of one’s own will, happening of itself), compounded of auto- (see אוֹטוֹ□) and IE *mntós (= thinking), from base *men- (= to think), whence also Gk. mentor (= adviser). See ‘mind’ in my CEDEL.]",203
422,autonomia,"אוֹטוֹנוֹמְיָה,  אַבְטוֹנוֹמְיָה","autonomy. FW [Gk. autonomia (= independence), from autonomos. See אוֹטוֹנוֹמִי.]",204
421,autonomos,"אוֹטוֹנוֹמִי,  אַבְטוֹנוֹמִי","autonomous. FW [Formed with adj. suff. □ִי from Gk. autonomos (= living by one’s own laws), which is compounded of auto- (see אֹוטֹו□) and nomos (= law). See ‘nomo-’ in my CEDEL.]",205
411,autos,"אוֹטוֹאֶמַנְצִיפַּצְיָה,  אַבְטוֹאֶמַנְצִיפַּצְיָה","autoemancipation. FW [A hybrid coined from Gk. autos (= self, same; see אוֹטוֹ), and L. emancipātiō (see אֶמַנְצִיפַּצְיָה.]",206
9992,axine,חֲצִינָא,"ax, axe. PBH [Aram., related to Akka. ḥaṣinnu, Gk. axine, L. ascia (of s.m.). Gothic aqizi and Old Eng. eax, aex (= ax) are prob. loan words. See ‘ax’, ‘axe’ in my CEDEL. cp. חָצִין. cp. also חֲזינָא.]",207
2017,axioma,אַקְסְיוֹמָה,"axiom. FW [Gk. axioma (= that which is thought worthy), from axioun (= to think worthy), from axos (= worthy; properly ‘weighty’), from the base of agein (= to lead), used in the sense of ‘to weigh’, which is cogn. with L. agere (= to set in motion, drive, lead). See אַקֽטוּאָלִי.]",208
445,bainein,אֲוִירוֹבָּטִיקָה,"aerobatics. FW [A hybrid coined on the analogy of Eng. aerobatics from אֲוִיר (= air), and the stem of Gk. bainein (= to go). Eng. aerobatics itself was coined on the analogy of acrobatics (q.v. in my CEDEL).]",209
3282,bakterion,בַּקְטֶרְיָה,"bacterium. FW [Modern L. bacterium, coined by the German naturalist Christian Gottfried Ehrenberg in 1838 from Gk. bakterion (= a little staff), which is related to baktron (= staff), whence also L. baculum (= rod, stick, staff). cp. בָּצִילוּס. cp. also בַּקָּלָה.]",210
3049,balaneion,בַּלְנָרִים,"pl. bathing apparel. [A loan word from L. balneāria, properly subst. use of the neuter pl. of the adj. balneārius (= pertaining to a bath), from balneum (= bath), from Gk. balaneion. See בַּלָּן.]",211
3046,balaneus,בַּלָּן,"bath attendant. PBH [Hebraization of Gk. balaneus (= bathman), from balaneion (= bath), which is of uncertain origin. cp. בַּלְנָרִים.]",212
3032,ballein,בַּלִּיסְטִיקָה,"ballistics. FW [From Gk. ballein (= to throw), which stands in gradational relationship to bole, bolos (= a throw), belos (= bolt; arrow, dart); lit.: ‘something thrown’), from IE base *gwel–, whence also Old I. apa-gūrya (= swinging), Avestic ni-jrā’ire (= they are being hurled down). cp. בַּלִּיסֽטִרָה. cp. also בַּל II, בַּלֶּרִינָה, הִיפֶּרְבּוּלָה, טֻרֽבָּל, מֶטַבּוֹלִיזְם, סִימְבּוֹלִי, עִנְבָּל, פָּרַבּוֹלָה, פּֽרוֹבְּלֶמָה, פְּרוֹזְבּוֹל.]",213
3033,ballein,בַּלִּיסְטְרָה,"catapult. FW [L. ballistra, a collateral form of ballista (= a large military engine; lit.: ‘a throwing machine’), from Gk. ballein (= to throw). See בַּלִּיסֽטִיקָה.]",214
2963,ballizein,בַּל,"ball. FW [Fren. bal (= ball), from baler, baller (= to dance), from Vulgate L. ballāre, from Gk. ballizein (= to dance), which prob. derives from ballein (= to throw). See בַּלִּיסְטִיקָה and cp. בַּלָּדָה, בַּלֶּדִינָה.",215
3020,ballíxein,בַּלֶּט,"ballet. FW [Fren., from It. balleto, dimin. of ballo (= dance), from Vulgate L. ballāre, from Gk. ballíxein (= to dance), which prob. derives from ballein (= to throw). See בַּלִיסְטִיקָה and cp. בַּלָּדָה.]",216
1915,balsamon,אֲפַרְסְמוֹן,"balsam tree; balm. [According to Löw a blend of Gk. balsamon (see בָּשָׂם) and Aram. אֲפוּרְסְמָא Syr. אֲפוּרְסֶמָא (= balsam tree, balm), which is a loan word from Armenian aprsam.]",217
3051,balsamon,"בַּלְסָם,  בַּלְסְמוֹן","balsam. PBH [A loan word from Gk. balsamon (= balsam), which itself is a loan word from Heb. בָּשָׂם (q.v.).]",218
3516,balsamon,"בֹּֽשֶׂם,  בָּשָׂם,  בֶּֽשֶׂם","1) balsam tree, Balsamodendron Opolbalsamum. 2) balsam oil. 3) scent, fragrance. [From בשׂם. cp. JAram. בּוּשֽׂמָא, בּוּסְמָא, Syr. בֶּשְׂמָא, Arab. basham (= spice, balsam, perfume). Gk. balsamon (= balsam) — whence L. balsamum — is a loan word from Heb. בָּשָׂם. cp. בֹּסֶם. cp. also בַּלְסָם, בַּלֽסֽמוֹן and אֲפַרְסֽמוֹן.]",219
2639,bambakion,בּוֹמְבַּסְטִי,"bombastic. FW [From Bombastic (= lit.: ‘in the style of Bombastus Paracelsus’ (1493–1541). The private name Bombastus derives from Med. L. bombax, from Gk. bambakion (= cotton).]",220
3375,baras,בָּרוֹגְרָף,"barograph. FW [Compounded of Gk. baras (= weight), and – graphos, from the stem of graphein (= to write). Gk. baros derives from IE base *gwer– (= heavy), whence also L. gravis (= heavy, weighty). For the etymology of Gk. graphein see גּֽרָף. cp. בְּרוּטָלִי. cp. also גּֽרָבִיטַצְיָה and the first element in בָּרוֹמֶטֶר.]",221
3347,barbaros,בַּרְבָּר,"barbarian. PBH [Gk. barbaros (= non-Greek, foreign, barbarous), from IE base *barb– (= to stammer, stutter, unintelligible).]",222
3485,baris,בַּרְקָרוֹלָה,"barcarole. FW [It. barcarola, from barcarolo (= gondolier), a derivative of barca (= boat), from L. bārca (= a small boat bark), shortened from bārica, from Gk. baris, from Coptic barū (= boat). cp. ‘barge’ and ‘bark’ (sailing ship), in my CEDEL.]",223
3388,baros,בָּרוֹמֶטֶר,"barometer. FW [Compounded of Gk. baros (= weight), and metron (= measure). See בָּרוֹגֽרָף and מֶטֶר.]",224
3375,baros,בָּרוֹגְרָף,"barograph. FW [Compounded of Gk. baras (= weight), and – graphos, from the stem of graphein (= to write). Gk. baros derives from IE base *gwer– (= heavy), whence also L. gravis (= heavy, weighty). For the etymology of Gk. graphein see גּֽרָף. cp. בְּרוּטָלִי. cp. also גּֽרָבִיטַצְיָה and the first element in בָּרוֹמֶטֶר.]",225
3436,barys,בַּרְיוֹן,"barium — a metallic element (chemistry). FW [Modern L. barium, from Gk. barys (= heavy), which is related to baros (= weight). See בָּרוֹגְרָף.]",226
3447,barytonos,בָּרִיטוֹן,"baritone. FW [Gk. barytonos (= heavy-toned, low-toned), compounded of barys (= heavy), and tonos (= tone). See בָּרוֹגְרָף and טוֹן.]",227
2724,basanites,בַּזֶּֽלֶת,"basalt. NH [L. basaltēs, explained by most lexicographers as a word of African origin. According to other scholars basaltēs is a corruption of L. basanites, which may have come from Gk. basanites (lithos), lit. ‘the stone from Basan’. Basan is the Gk. transcription of בָּשָׁן (= Bashan), a region east of Jordan especially rich in basalt.]",228
3130,basilike,בָּסִילִיקָה,"בָּסִילְקִי PBH basilica. FW, [Gk. basilike (lit.: ‘royal colonnade’), f. of basilikos (= kingly, royal), from basileus (= king), which is of uncertain origin. It is perhaps a loan word from a language of Asia Minor; cp. Lydian battos (= king).]",229
3134,basis,בָּסִיס,"basis, base, foundation. PBH [Gk. basis (= a stepping, step, pedestal, foot, base), from the stem of baino (= I go), which prob. stands for banio, from bamio, from IE base *gwem (= to go, to come). cp. בִּימָה, cp. also the second element in אַמְבָּט, אַקְרוֹבָּט, דְּיוּבִיט, פְּרוּזְבּוּטֽיָא, אִינֽוֶנֽטָר, קוֹנְבֶנְצְיָה.]",230
3535,batos,בַּת,"‘bath’ — a liquid measure equal to one אֵיפָה. [Together with JAramבַּתָּא, בִּתָּא (of s.m.), of uncertain origin. cp. בַּת III. Gk. batos (= a liquid measure), is a Heb. loan word.]",231
2985,beledarios,בַּלְדָּר,"1) courier. 2) postman. NH [From Gk. beledarios, L. veredārius (= courier, postboy); of uncertain etymology. cp. דֹּאַר.]",232
2868,bema,בִּימָה,"platform, pulpit, stage. PBH [A loan word from Gk. bema (= pace, step, platform, stage), which derives from the stem of bainein (= to go), whence also basis (= a stepping, pedestal). See בָּסִיס and cp. בִּימָר.]",233
3393,Berenike,בֶּרוֹנִיקָה,"Veronica, a genus of plants. FW [Prob. named after St. Veronica, a name derived from Gk. Berenike, var. of pherenike (= lit.: ‘bringer of victory’), from pherein (= to bring), and vike (= victory). For the first element see אֲנָפוֹרָה. The second element is prob. related to Gk. veikos (= quarrel, strife), veikein (= to quarrel with). See ‘Berenice’ and Veronica’ in my CEDEL.]",234
3452,beryllos,בֶּרִילְיוּם,"beryllium (chemistry). FW [Modern L. beryllium, from L. bēryllus, from Gk. beryllos; so called because it was first obtained through isolation from beryl (by the French chemist Nicolas–Louis–Vauquelin in 1797).]",235
2916,Beta,בֵּיתָא,"beta, name of the second letter of the Greek alphabet. PBH [Aram., from Gk. Beta, Heb.–Phoen. בַּיִת (= house). The final a was added because a Greek word cannot end with a t.]",236
2832,bibarion,בֵּיבָר,"zoological garden. PBH [Gk. bibarion, identical with L. vīvārīum (= a place where living animals are kept), properly, neuter of the adj. vivarius (= pertaining to living creatures), used as a noun, from vīvere (= to live).]",237
2827,biblia,בִּיבְּלִיָּה,"The Bible. FW [L. biblia, from Gk. biblia (= collection of writings), pl. of biblion (= paper, scroll, book), which is the dimin. of biblos, byblos (= the inner bark of papyrus; book), from Byblos, Gr. name of the famous Phoen. transit port, whence the Greeks received the Egypt, papyrus. Gk. Byblos has been assimilated from גְבָל, the Heb.–Phoen. name of the city (= lit.: ‘frontier-town’). cp. Heb. גְּבוּל (= frontier, boundary), Arab. jabal (= mountain). cp. jubayl, the actual Arab. name of ancient Gebhal ( jubayl properly is a dimin. formed from the original name of the city). For the sense development of Bible from Byblos cp. ‘parchment’ (from Pergamon) in my CEDEL.]",238
2830,bibliographia,בִּיבְּלִיּוֹגְרַפְיָה,"bibliography. FW [Gk. bibliographia (= writing of books), compounded of biblion and graphia; see בִּיבְּלִיּוֹגֽרָף and □גְרַפְיָה.]",239
2828,bibliographos,בִּיבְּלִיּוֹגְרָף,"bibliographer. FW [Gk. bibliographos (= writer of books, transcriber, copyist), compounded of biblion (= little book), dimin. of biblos (= book;), and graphos (see □גֽרָף).]",240
2831,biblion,בִּיבְּלִיּוֹפִיל,"bibliophil(e). FW [Fren. bibliophile (= lover of books), compounded of Gk. biblion (= book; see בִּיבְּלִיָּה), and philos (= friend), which is of uncertain origin.]",241
3285,bikion,"בִּקְיָא,  בַּקְיָא,  בִּקְיָה,  בַּקְיָה","vetch. PBH [Gk. bikion, from L. vicia (= vetch), which prob. derives from IE *wei-q-, enlargement of base *wei– (= to bend, to twist), whence L. viere (= to bend, to twist), vītio (= vine). See ‘withy’ in my CEDEL and cp. ‘vetch’ ibid.]",242
2836,bio,בִּיּוֹ□,"bio–. FW [Combining form meaning ‘life’. From Gk. bio-, from bios (= life), from IE *gwiwos.]",243
2841,biographia,בִּיּוֹגְרַפְיָה,"biography. FW [Late Gk. biographia (= description of life), from Gk. bios (= life) and – graphia, from graphein (= to write). See בִּיּוֹגֽרָף and □יָה.]",244
1568,bios,אַנְטִיבִּיּוֹטִי,"antibiotic. FW [Back formation from Eng. antibiotics, from Medical L. antibiolicus, which was coined from anti- (see אַנְטִי□), Gk. bios (= life), and suff. - icus. See בִּיּוֹלוֹגְיָה. For the ending of אַנְטִיבִּיּוֹטִי see suff. □ִי.] The word antibiotic was first used by the physician Selman Abraham Waksman, the discoverer of streptomycin, in 1941.]",245
2838,bios,בִּיּוֹגֶנֶטִי,"biogenetic(al). FW [Eng. biogenetic, back formation from biogenesis, which was coined by the English biologist T.H. Huxley in 1870 from Gk. bios (= life) and genesis (= origin, source).]",246
2839,bios,בִּיּוֹגְרָף,"biographer. FW [Compounded of Gk. bios (= life) and – graphos, from graphein (= to write). See בִּיּוֹ□ and □גְרָף.]",247
2841,bios,בִּיּוֹגְרַפְיָה,"biography. FW [Late Gk. biographia (= description of life), from Gk. bios (= life) and – graphia, from graphein (= to write). See בִּיּוֹגֽרָף and □יָה.]",248
2845,bios,בִּיּוֹלוֹגְיָה,"biology. FW [Ger. Biologie (= lit.: ‘the study of life’), suggested by the German naturalist G.R. Treviranus as a modern coinage from Gk. bios (= life) and – logia. See בִּיּוֹ□ and □לוֹגְיָה.]",249
3471,birros,בֵּרָס,"a heavy woolen blanket. PBH [Gk. birros (= large cloak with a hood), from L. birrus, which is of Celtic origin. cp. בֶּרֶט.]",250
2917,boethos,בַּיְתּוֹסִי,"Boethusian, member of a Jewish sect related to the Sadducees. PBH [Lit.: follower of בַּיֽתּוֹס (= Boethus), from Gk. boethos, name of a priest whose son was made high priest by Herod the Great.]",251
2975,bolbos,"בֻּלְבּוּס,  בּוּלְבּוּס","1) a kind of onion. 2) bulb, tuber. NH 3) potato. NH [Gk. bolbos (= bulb, bulbous, root, onion), from the reduplication of the IE imitative base *bol-. See ‘bulb’ in my CEDEL.]",252
18872,bomos,"נִימוֹס,  נִימוּס","1) usage. PBH 2) good manners, etiquette. NH PBH [Alteration of Gk. nomos (= anything allotted or assigned; usage; custom; law), which is related to nemein (= to deal out, distribute, allot; to allot pasture, pasture, drive to pasture), from IE base nem- (= to divide, distribute, allot). See נוֹמָד and cp. words there referred to. The change of Gk. nomos to נִימוֹס in Hebrew is due to dissimilation. According to a well-known linguistic law of the Hebrew language if o or u sounds follow each other in two neighboring syllables, the first is generally changed into i. cp. e.g. חִיצוֹן (= outer, exterior), which derives from חוּץ (= out of, outside), and תִּיכוֹן (= middle, central), which comes from תּוֹךְ (= in the midst of); see חִיצוֹן and תִּיכוֹן. According to my opinion the word נִימוֹס also owes its form to the same law of dissimilation. The change of Gk. nomos to נִימוֹס is very important because it proves that this law (the law of Philippi) continued to be valid during the period of the Mishnah and Talmud, and was applied even to words of foreign origin. cp. MH בִּימוֹס (= pedestal), which was dissimilated from Gk. bomos (= altar), קִינוֹף (= frame of canopy for a mosquito net), dissimilated from Gk. konopeion (= a bed with mosquito curtains), קִיתוֹן (= jug, cup), dissimilated from Gk. kothon (= Laconian drinking vessel).]",253
2613,botaniche,בּוֹטָנִיקָה,"botany. FW [Fren. botanique, from Gk. botaniche (= knowledge of botany), from botane (= pasture, fodder).]",254
